file,stepLimit,time,tests,outcome,steps,jumps
20060323-17:53:24-a64241aa861dc6d7d3671fc0eed904ec.seminal.ml,500,2.2344112396240234e-2,5,U,15,3
20060323-18:18:26-dcbd6b61400ff0cc8088df3b9bf9ec58.seminal.ml,500,1.008342981338501,6,U,51,5
20060323-18:20:56-215cf04f284998f18aa9a297f6c69cae.seminal.ml,500,3.365039825439453e-3,1,U,2,2
20060323-18:23:06-e8617e33234ad0d0b1db0cca97888631.seminal.ml,500,2.0653209686279297,5,U,237,19
20060323-18:45:02-8c83180cdb55405fceb028edc3b8e52f.seminal.ml,500,0.5356988906860352,5,U,109,8
20060323-20:07:14-1ff99f5b5d1579e4b5f2712f7687bb64.seminal.ml,500,1.1933579444885254,8,U,91,14
20060323-20:16:12-f769124d67c2d8b1ba60882729d52b66.seminal.ml,500,0.405224084854126,5,U,58,10
20060323-21:30:30-8708affd60c03e76b1b80f206b86f42a.seminal.ml,500,8.039402961730957e-2,2,U,24,5
20060323-21:50:16-0a01d9e97b5fb61deca9c42f7b87e874.seminal.ml,2000,60.00099205970764,1,T,0,0
20060323-22:04:56-2161ca6d347b52d7dbd370350b463115.seminal.ml,500,2.341294288635254e-2,1,U,2,1
20060323-22:43:36-a87f4de68f6bf8428673d8b8bab3f579.seminal.ml,500,2.2077083587646484e-2,1,U,9,1
20060323-22:59:04-39ece06ece66c8dc880ee10675819a09.seminal.ml,500,4.2845964431762695e-2,8,U,24,5
20060323-22:59:38-e7c2c654f54054eb7c19d03cfec68e3b.seminal.ml,500,7.319927215576172e-3,1,U,11,4
20060323-23:05:28-8208a05059a4335cea94c878a710ddd0.seminal.ml,500,3.5093069076538086e-2,3,U,18,4
20060323-23:11:28-c24ddccacfbcdc668613ca92ad083c49.seminal.ml,500,1.0432958602905273e-2,1,U,2,1
20060323-23:12:42-0cdc8336167ed8e67ba5a2f8e22bed49.seminal.ml,500,3.5539865493774414e-2,1,U,52,16
20060323-23:27:42-7911ad31a60a0c09a7cb35ea3b402363.seminal.ml,500,7.017850875854492e-3,1,B,5,2
20060323-23:34:54-e5657a429599e48a5306fa79011f83cd.seminal.ml,500,7.000592947006226,1000,S,0,0
20060323-23:58:10-8a98128ae553a921e83e0e588be1843b.seminal.ml,500,0.5425019264221191,7,U,15,3
20060324-10:21:08-1099c20635149bf4c21dae977b473fa7.seminal.ml,500,1.5108585357666016e-3,1,U,1,1
20060324-11:54:50-493d658d01a1323b9f1da1c0ae811325.seminal.ml,500,1.1210441589355469e-3,1,U,1,1
20060324-11:55:50-f2f7f0e7c9ad0f9553a24b4cb7d4a247.seminal.ml,500,1.4290809631347656e-3,1,U,1,1
20060324-11:58:26-d434312dfde528e7d5f0dc87a9807aeb.seminal.ml,500,1.252889633178711e-3,1,U,1,1
20060324-11:59:18-bf001761f7012c241e4087c39d2e9776.seminal.ml,500,1.1589527130126953e-3,1,U,1,1
20060324-12:01:30-c9e982702b75e6ace803eee5f5d31401.seminal.ml,500,1.4119148254394531e-3,1,U,1,1
20060324-19:51:52-4c4952762d71314d3fdcccdf6da3c0f2.seminal.ml,500,1.7582178115844727e-2,1,U,21,3
20060324-19:59:26-89f2326d390889b438f85e767726a3c5.seminal.ml,500,8.596992492675781e-2,1,U,28,5
20060324-20:36:24-68e526075e57827da7dad3c70b4b8d6a.seminal.ml,500,7.116389274597168e-2,1,U,30,5
20060324-20:42:22-82e990cb0822742ed266ee2df00e23e6.seminal.ml,500,0.10227704048156738,1,U,30,5
20060324-20:45:28-232a876d350ebc97006824843fc62110.seminal.ml,500,1.2769699096679688e-3,1,U,1,1
20060324-22:00:17-ecdfe52e272243e86b6b7a8128d95dd3.seminal.ml,500,1.0816097259521484e-2,2,U,11,3
20060324-22:00:33-db93e113469e7bb804bada46ace29e7a.seminal.ml,500,4.362916946411133e-2,5,U,33,8
20060324-22:01:55-60f7617e7e801a26ea584bcc86751861.seminal.ml,500,3.439807891845703e-2,6,U,12,4
20060324-22:04:48-ca1773b81b82f426df3e9e7e4632b399.seminal.ml,500,1.5804052352905273e-2,1,U,18,5
20060324-22:07:48-d2b75cb83836da475118ae658501a5ca.seminal.ml,500,2.3468480110168457,7,D,0,0
20060324-22:08:00-d2df9ba9c697ee7e1b27b4b952dcdd4a.seminal.ml,500,8.385181427001953e-3,1,U,11,3
20060324-22:24:46-8ab05dd4986d17d763e509d04ea02fde.seminal.ml,3000,27.53567886352539,1,T,0,0
20060324-22:33:45-794856d6d57de6aec959bc9221c45eb6.seminal.ml,500,6.237983703613281e-3,1,U,9,2
20060324-22:37:56-14013c68b574056a18cf98eb43cf3811.seminal.ml,500,0.9063680171966553,5,D,0,0
20060324-22:39:30-c619291e201e563ad9550d8cd7acb5f0.seminal.ml,500,1.4365479946136475,6,D,0,0
20060324-22:39:43-eebf94185c695dc23122f1f8a3b05347.seminal.ml,500,0.445842981338501,32,U,30,6
20060324-22:45:51-9b07192b0a6d5857aee50032d33ab030.seminal.ml,500,5.559396743774414e-2,3,U,13,3
20060324-22:46:18-435497b4fd7d69acd543ff31eea2fb72.seminal.ml,500,0.7981059551239014,6,D,0,0
20060324-22:53:08-18b6d1fa1b4022dcf41a6276b9ca9fc9.seminal.ml,500,4.6484270095825195,9,D,0,0
20060324-22:57:22-f4d3fc8cbafcab94ceae8ce7d40c51a5.seminal.ml,500,1.783585548400879e-2,1,U,2,1
20060324-23:04:56-f1d095019a8df3560f887b998e607db5.seminal.ml,500,6.016182899475098e-2,3,U,15,3
20060325-09:30:54-e182e9092714cced8953b2f5b29145da.seminal.ml,500,8.738994598388672e-3,1,U,4,2
20060325-09:41:54-7dbacbbb2d533f44a1db48037fe31cbd.seminal.ml,500,7.278013229370117e-2,1,U,4,2
20060328-14:00:48-8da9cf0dfa8df41870d6ee216a089637.seminal.ml,1000,11.027652978897095,67,U,50,8
20060329-19:32:13-413085166cad1985799707383569fe55.seminal.ml,500,0.7345168590545654,1,U,4,1
20060401-08:09:20-9b97df096c7b5d2aa43c35e50188230c.seminal.ml,500,0.3170938491821289,17,U,19,7
20060403-20:09:44-6a44548eed87d4b6e6201e799844d20c.seminal.ml,2500,60.003411054611206,1,T,0,0
20060403-20:43:16-b07f4d13cabbbd98858efb4e21fb2f2e.seminal.ml,500,0.10955190658569336,7,U,21,5
20060403-21:25:44-455f9320f05e875d718926bbafb03dd9.seminal.ml,500,3.0802011489868164e-2,2,U,6,2
20060403-21:35:06-110b4ff4ab239ddf2024c924f7b24c81.seminal.ml,3000,60.00104784965515,1,T,0,0
20060403-23:29:52-92f0c4405907a1f677168b5773c9c0a9.seminal.ml,500,27.135837078094482,635,U,72,10
20060403-23:30:42-935cb5f8947224ca15c05bc1b31c5394.seminal.ml,500,1.3722171783447266,34,U,47,7
20060403-23:31:40-acb953a7a447b99f3a44d62c523c0ade.seminal.ml,500,9.355399131774902,225,U,202,38
20060404-22:13:52-137af8b879346e055957a720071ea44e.seminal.ml,3000,60.00699710845947,1,T,0,0
20060404-22:15:04-5f68f13050763ebfd26af1dc16f0ea9f.seminal.ml,2500,60.08177995681763,1,T,0,0
20060404-22:23:08-8982c9c35730867ec38c6a14fbd2ebba.seminal.ml,2500,60.00327205657959,1,T,0,0
20060405-11:30:40-3b59839ff274888dc397e3bb11f47e38.seminal.ml,2500,60.000913858413696,1,T,0,0
20060405-20:30:56-fbd72970e1c774661ada3799804de280.seminal.ml,1000,1.775683879852295,7,U,220,46
20060405-20:41:02-03a9838eef87a5baf5d05bd769e72274.seminal.ml,2500,60.35729002952576,1,T,0,0
20060406-11:05:36-7beaaeb582c5ffce2f318b0abe8d1ff6.seminal.ml,500,0.19132018089294434,8,U,38,6
20060406-11:17:50-f3fec0a8ebf80f9b609a4bd6698f4c33.seminal.ml,500,0.4880349636077881,14,U,38,6
20060406-14:42:20-dde7bed9a1366515f6889378b8159823.seminal.ml,3000,60.00142788887024,1,T,0,0
20060406-15:15:00-89b2ea1f6daa44f016f1115e5e7a0e5c.seminal.ml,500,0.17690110206604004,4,U,23,4
20060406-16:17:14-8a3de947b667000de8e1ae8f13f19ad5.seminal.ml,500,7.957696914672852e-2,1,U,16,4
20060406-16:21:14-364e8a472f1d55e872c7f223d5767649.seminal.ml,500,4.6952009201049805e-2,1,U,16,4
20060406-16:21:36-7bbc8e17d3da25fefc500f10db76996f.seminal.ml,500,0.10262298583984375,1,U,17,4
20060406-16:33:28-3e359e9c9b8723f54053d2ca78c3f996.seminal.ml,500,0.536768913269043,6,U,66,15
20060406-16:51:34-f6a4b5a7a5903facda19e0431adb571e.seminal.ml,2500,60.00511598587036,1,T,0,0
20060406-16:55:42-d74890b981d3589d3da26b20eb3d9287.seminal.ml,2500,60.00244998931885,1,T,0,0
20060407-12:05:48-b0c22b01ad12500b1c4bf679d6fb1d2a.seminal.ml,500,2.7252197265625e-2,2,U,23,7
20060407-12:38:30-642a84ce028494fa2e6f268cb01f2d6e.seminal.ml,500,0.10750293731689453,1,U,78,25
20060407-14:04:36-4f6bd8de53c236abdacd46fda85bf207.seminal.ml,500,0.36836695671081543,3,U,84,18
20060407-14:09:40-7804fcbc75f8b1ecc35cb5f0b73b61e1.seminal.ml,500,1.0421199798583984,5,U,80,17
20060407-14:13:28-a922dd99a12b24c5e1535113889190b5.seminal.ml,500,2.3275859355926514,6,U,162,31
20060407-19:01:03-abd1f315759bb561fda04484cb139c03.seminal.ml,2500,60.00576210021973,1,T,0,0
20060407-19:05:44-5fc103089dd1d89d86c9c1b5d7749cf2.seminal.ml,2500,60.004384994506836,1,T,0,0
20060407-19:41:33-7f6991e60ba2fb91dfbf4ee0f2fbee98.seminal.ml,2000,60.00631904602051,1,T,0,0
20060407-20:43:07-5c966853d652348eb775115fde313289.seminal.ml,2500,60.00261998176575,1,T,0,0
20060407-22:11:48-f973eeb63f5f9db2f9feec0812c1b4e1.seminal.ml,1500,2.4186902046203613,1,U,986,185
