file,stepLimit,time,tests,outcome,steps,jumps
prog4416.ml,500,0.3632822036743164,2,U,58,7
prog4417.ml,500,8.220887184143066e-2,2,U,82,11
prog4418.ml,500,8.747005462646484e-2,2,U,78,11
prog4419.ml,500,8.908700942993164e-2,2,U,63,7
prog4420.ml,500,0.12888884544372559,1,U,33,5
prog4421.ml,500,0.12546896934509277,1,U,33,5
prog4422.ml,500,9.902405738830566e-2,1,U,31,5
prog4423.ml,500,2.162790298461914e-2,1,U,33,5
prog4424.ml,500,2.3793935775756836e-2,1,U,35,5
prog4425.ml,500,4.4363975524902344e-2,1,U,55,7
prog4426.ml,500,1.0143041610717773e-2,1,U,14,3
prog4427.ml,500,5.885124206542969e-3,1,U,10,2
prog4428.ml,500,3.4069061279296875e-2,3,U,24,4
prog4429.ml,500,3.0195951461791992e-2,3,U,23,4
prog4430.ml,500,3.531193733215332e-2,3,U,24,4
prog4431.ml,500,3.550887107849121e-2,3,U,24,4
prog4432.ml,500,3.61170768737793e-2,2,U,30,5
prog4433.ml,500,3.389096260070801e-2,2,U,29,5
prog4434.ml,500,5.259299278259277e-2,4,U,27,5
prog4435.ml,500,9.978008270263672e-2,2,U,27,5
prog4436.ml,500,0.4956209659576416,2,U,146,23
prog4437.ml,500,0.724128007888794,2,U,148,24
prog4438.ml,500,7.046103477478027e-2,1,U,53,12
prog4439.ml,500,0.10635805130004883,1,U,54,14
prog4440.ml,500,6.587982177734375e-3,4,U,7,3
prog4441.ml,500,1.7593860626220703e-2,3,U,34,11
prog4442.ml,500,4.2078495025634766e-3,2,U,8,3
prog4443.ml,500,5.4950714111328125e-3,5,D,0,0
prog4444.ml,500,6.4241886138916016e-3,4,D,0,0
prog4445.ml,500,9.952068328857422e-3,2,U,9,2
prog4446.ml,500,7.853984832763672e-3,2,D,0,0
prog4447.ml,500,1.1736154556274414e-2,2,U,17,4
prog4448.ml,500,6.004810333251953e-2,5,U,27,7
prog4449.ml,500,1.9463062286376953e-2,4,H,8,2
prog4450.ml,500,1.9562959671020508e-2,5,H,8,2
