file,stepLimit,time,tests,outcome,steps,jumps
prog0404.ml,500,3.6683082580566406e-2,3,U,15,3
prog0405.ml,500,6.936788558959961e-3,2,U,12,3
prog0406.ml,500,1.836303949356079,1000,S,0,0
prog0407.ml,500,1.671889066696167,1000,S,0,0
prog0408.ml,500,5.288839340209961e-3,1,U,14,7
prog0409.ml,500,4.296064376831055e-3,1,U,12,7
prog0410.ml,500,7.521867752075195e-3,1,U,14,7
prog0411.ml,500,4.811286926269531e-4,1,U,1,1
prog0413.ml,500,1.3680458068847656e-3,1,U,4,2
prog0414.ml,500,1.1818408966064453e-3,1,U,3,2
prog0415.ml,500,1.6810894012451172e-3,1,U,3,2
prog0416.ml,500,2.335071563720703e-3,1,U,3,2
prog0417.ml,500,3.255128860473633e-3,1,U,6,3
prog0418.ml,500,60.00150108337402,1,T,0,0
prog0419.ml,500,3.111124038696289e-3,1,B,6,2
prog0420.ml,500,3.697085380554199e-2,1,U,41,9
prog0421.ml,500,0.2031090259552002,1,U,114,22
prog0422.ml,500,1.1922121047973633e-2,1,U,10,4
prog0423.ml,500,0.1727159023284912,2,U,61,11
prog0424.ml,500,0.4294309616088867,5,U,95,18
prog0425.ml,500,0.4961569309234619,4,U,104,21
prog0426.ml,500,0.3794560432434082,4,U,103,23
prog0427.ml,500,0.3714280128479004,4,U,69,14
prog0428.ml,500,0.12029695510864258,2,U,80,17
prog0429.ml,500,0.2812161445617676,2,U,65,13
prog0430.ml,500,0.2946441173553467,2,U,65,13
prog0431.ml,500,0.1311049461364746,2,U,65,13
prog0432.ml,500,0.13809514045715332,2,U,54,11
prog0433.ml,500,3.5841941833496094e-2,1,U,47,10
prog0434.ml,500,9.231710433959961e-2,2,U,59,11
prog0435.ml,500,0.1091001033782959,2,U,90,19
prog0436.ml,500,0.16016316413879395,2,U,91,19
prog0437.ml,500,0.35492801666259766,3,U,72,13
prog0438.ml,500,0.1427929401397705,3,U,83,15
prog0439.ml,500,0.15117692947387695,2,U,72,13
prog0440.ml,500,9.706497192382813e-2,2,U,72,13
prog0441.ml,500,0.1417229175567627,2,U,61,11
prog0442.ml,500,0.25217604637145996,3,U,104,21
prog0443.ml,500,0.11395478248596191,2,U,64,13
prog0444.ml,500,0.12400197982788086,3,U,80,17
prog0445.ml,500,0.14730596542358398,2,U,90,19
prog0446.ml,500,0.5702099800109863,6,U,113,23
prog0447.ml,500,0.3930330276489258,4,U,112,23
prog0448.ml,500,0.10053086280822754,2,U,82,17
prog0449.ml,500,0.1192018985748291,2,U,80,17
prog0450.ml,500,0.14026308059692383,2,U,73,13
prog0451.ml,500,9.392404556274414e-2,2,U,65,13
prog0452.ml,500,0.12775206565856934,3,U,65,13
prog0453.ml,500,0.13832998275756836,2,U,54,11
prog0454.ml,500,0.2536778450012207,3,U,76,15
prog0455.ml,500,0.4279599189758301,2,U,91,19
prog0456.ml,500,9.584999084472656e-2,2,U,65,13
prog0457.ml,500,0.21275997161865234,2,U,65,13
prog0458.ml,500,9.166502952575684e-2,2,U,65,13
prog0459.ml,500,9.393811225891113e-2,2,U,54,11
prog0460.ml,500,0.14322209358215332,2,U,65,13
prog0461.ml,500,9.090399742126465e-2,2,U,65,13
prog0462.ml,500,9.021902084350586e-2,2,U,54,11
prog0463.ml,500,0.1543140411376953,2,U,65,13
prog0464.ml,500,9.428596496582031e-2,2,U,65,13
prog0465.ml,500,0.23922109603881836,2,U,56,11
prog0466.ml,500,0.18463706970214844,2,U,67,13
prog0467.ml,500,3.0375003814697266e-2,1,U,48,10
prog0468.ml,500,3.353095054626465e-2,1,U,46,10
prog0469.ml,500,5.7434797286987305e-2,1,U,46,10
prog0470.ml,500,4.7647953033447266e-2,1,U,46,10
prog0471.ml,500,3.698897361755371e-2,1,U,47,10
prog0472.ml,500,4.742693901062012e-2,1,U,42,9
prog0473.ml,500,7.97278881072998e-2,1,U,75,17
prog0474.ml,500,60.00375294685364,1,T,0,0
prog0475.ml,500,4.062175750732422e-3,1,U,10,3
prog0476.ml,500,9.168863296508789e-3,3,U,16,5
prog0477.ml,500,1.860213279724121e-2,4,U,18,5
prog0479.ml,500,2.168893814086914e-3,1,U,5,2
prog0480.ml,500,3.634929656982422e-3,1,U,8,2
prog0481.ml,500,0.11036300659179688,1,U,17,6
prog0482.ml,500,4.060029983520508e-3,1,U,8,2
prog0483.ml,500,5.8094024658203125e-2,3,U,30,7
prog0484.ml,500,6.882309913635254e-2,1,U,41,8
prog0485.ml,500,8.85915756225586e-3,2,U,19,5
prog0486.ml,500,60.003227949142456,1,T,0,0
prog0487.ml,500,10.69537901878357,1000,S,0,0
prog0488.ml,500,4.455089569091797e-3,1,U,10,3
prog0489.ml,500,3.571033477783203e-3,1,U,10,3
prog0490.ml,500,2.1542072296142578e-2,4,U,18,5
prog0491.ml,500,4.717111587524414e-3,1,U,10,4
prog0492.ml,500,4.704952239990234e-3,1,U,10,3
prog0494.ml,500,1.3544082641601563e-2,3,U,18,5
prog0495.ml,500,60.001708984375,1,T,0,0
prog0496.ml,500,5.135059356689453e-3,1,B,5,2
prog0497.ml,500,60.025524854660034,1,T,0,0
prog0498.ml,500,3.404855728149414e-3,1,U,3,2
prog0499.ml,500,2.5441646575927734e-3,1,U,3,2
prog0500.ml,500,3.0930042266845703e-3,1,U,10,3
prog0501.ml,500,3.0028820037841797e-3,1,U,10,3
prog0524.ml,500,2.170085906982422e-3,3,U,7,3
prog0525.ml,500,7.643800973892212,1000,S,0,0
prog0526.ml,500,6.851911544799805e-3,2,U,11,3
prog0529.ml,500,0.22772884368896484,12,U,33,5
prog0530.ml,500,0.14874482154846191,1,U,22,5
